nombre	tipo	coords	direccion	puntaje	resenas	horarios_semana
Charles Cerveceria	Cervecería	{'lat': -32.9484941, 'lng': -60.6492368}	S2000BEE, San Juan 1827, S2000BEE Rosario, Santa Fe, Argentina	4.5	897	{'Lunes': 'Cerrado', 'Martes': [{'apertura': '18:00', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '00:00'}], 'Jueves': [{'apertura': '18:00', 'cierre': '00:00'}], 'Viernes': [{'apertura': '18:00', 'cierre': '12:30'}], 'Sábado': [{'apertura': '19:00', 'cierre': '00:00'}], 'Domingo': 'Cerrado'}
Ámsterdam Cervecería	Cervecería	{'lat': -32.9378681, 'lng': -60.65822739999999}	Tucumán 2650, S2000 JVJ, Santa Fe, Argentina	4.8	12	No disponible
Pil Beer Cervecería	Cervecería	{'lat': -32.9513777, 'lng': -60.67492309999999}	Av. Pellegrini 3591, S2002 Rosario, Santa Fe, Argentina	4.0	16	{'Lunes': 'Cerrado', 'Martes': [{'apertura': '18:00', 'cierre': '01:30'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '01:30'}], 'Jueves': [{'apertura': '18:00', 'cierre': '01:30'}], 'Viernes': [{'apertura': '18:00', 'cierre': '03:00'}], 'Sábado': [{'apertura': '18:00', 'cierre': '03:00'}], 'Domingo': [{'apertura': '18:00', 'cierre': '01:30'}]}
Growler Garage Vol.2	Cervecería	{'lat': -32.933618, 'lng': -60.6520617}	LCA, Alvear Bis 51, S2000 Rosario, Santa Fe, Argentina	4.3	562	No disponible
Viña de Ceres	Cervecería	{'lat': -32.9387938, 'lng': -60.6441166}	Catamarca 1640, S2000 Rosario, Santa Fe, Argentina	4.5	88	{'Lunes': 'Cerrado', 'Martes': [{'apertura': '18:00', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '01:00'}], 'Jueves': [{'apertura': '18:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '18:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '18:00', 'cierre': '02:00'}], 'Domingo': [{'apertura': '18:00', 'cierre': '01:00'}]}
Cervario	Cervecería	{'lat': -32.9326713, 'lng': -60.6603881}	Brown 2888, S2002JCN Rosario, Santa Fe, Argentina	4.2	2348	{'Lunes': 'Cerrado', 'Martes': 'Cerrado', 'Miércoles': [{'apertura': '19:00', 'cierre': '02:00'}], 'Jueves': [{'apertura': '19:00', 'cierre': '02:00'}], 'Viernes': [{'apertura': '19:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '12:00', 'cierre': '15:30'}, {'apertura': '19:00', 'cierre': '02:00'}], 'Domingo': [{'apertura': '12:00', 'cierre': '15:30'}, {'apertura': '19:00', 'cierre': '02:00'}]}
Möns Beer Garden	Cervecería	{'lat': -32.9318113, 'lng': -60.6625502}	Av. Francia Bis 59, S2002 Rosario, Santa Fe, Argentina	4.1	2731	{'Lunes': 'Cerrado', 'Martes': 'Cerrado', 'Miércoles': [{'apertura': '18:00', 'cierre': '02:30'}], 'Jueves': [{'apertura': '18:00', 'cierre': '03:00'}], 'Viernes': [{'apertura': '18:00', 'cierre': '03:00'}], 'Sábado': [{'apertura': '18:00', 'cierre': '00:00'}], 'Domingo': 'Cerrado'}
It's Alive	Cervecería	{'lat': -32.9552576, 'lng': -60.6508615}	BUS, Av. Pellegrini 1824, S2000 Rosario, Santa Fe, Argentina	4.2	5286	{'Lunes': 'Cerrado', 'Martes': 'Cerrado', 'Miércoles': 'Cerrado', 'Jueves': 'Cerrado', 'Viernes': 'Cerrado', 'Sábado': 'Cerrado', 'Domingo': [{'apertura': '00:00', 'cierre': '24h'}]}
Altera Vita House	Cervecería	{'lat': -32.9398579, 'lng': -60.64389180000001}	Pres. Roca 346, S2000AJI Rosario, Santa Fe, Argentina	4.7	6	{'Lunes': 'Cerrado', 'Martes': [{'apertura': '18:00', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '00:00'}], 'Jueves': [{'apertura': '18:00', 'cierre': '00:00'}], 'Viernes': [{'apertura': '18:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '18:00', 'cierre': '02:30'}], 'Domingo': [{'apertura': '18:00', 'cierre': '00:00'}]}
Club Terrazas (antes Club Growler)	Cervecería	{'lat': -32.9377513, 'lng': -60.63962129999999}	Jujuy 1351, S2000 Rosario, Santa Fe, Argentina	3.8	303	{'Lunes': [{'apertura': '08:30', 'cierre': '00:00'}], 'Martes': [{'apertura': '08:30', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '08:30', 'cierre': '00:00'}], 'Jueves': [{'apertura': '08:30', 'cierre': '02:00'}], 'Viernes': [{'apertura': '08:30', 'cierre': '02:00'}], 'Sábado': [{'apertura': '09:00', 'cierre': '02:00'}], 'Domingo': [{'apertura': '09:00', 'cierre': '00:00'}]}
El Galpón de Tacuara	Cervecería	{'lat': -32.935569, 'lng': -60.6528111}	Alvear 122, S2000 Rosario, Santa Fe, Argentina	4.3	4160	{'Lunes': [{'apertura': '17:00', 'cierre': '00:30'}], 'Martes': [{'apertura': '17:00', 'cierre': '00:30'}], 'Miércoles': [{'apertura': '17:00', 'cierre': '01:00'}], 'Jueves': [{'apertura': '17:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '12:00', 'cierre': '03:00'}], 'Sábado': [{'apertura': '12:00', 'cierre': '03:00'}], 'Domingo': [{'apertura': '12:00', 'cierre': '01:00'}]}
Buglë Vivero Café	Cervecería	{'lat': -32.9523334, 'lng': -60.6491816}	9 de Julio 1765, S2000 Rosario, Santa Fe, Argentina	4.2	1165	{'Lunes': [{'apertura': '08:00', 'cierre': '01:00'}], 'Martes': [{'apertura': '08:00', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '08:00', 'cierre': '01:00'}], 'Jueves': [{'apertura': '08:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '08:00', 'cierre': '01:30'}], 'Sábado': [{'apertura': '09:00', 'cierre': '01:30'}], 'Domingo': [{'apertura': '09:00', 'cierre': '14:00'}, {'apertura': '15:30', 'cierre': '01:30'}]}
Baltimore Rosario	Cervecería	{'lat': -32.9322838, 'lng': -60.66388329999999}	Brown 3135, S2002JDA Rosario, Santa Fe, Argentina	4.6	511	{'Lunes': [{'apertura': '18:00', 'cierre': '01:00'}], 'Martes': [{'apertura': '18:00', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '01:00'}], 'Jueves': [{'apertura': '18:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '18:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '18:00', 'cierre': '02:00'}], 'Domingo': [{'apertura': '18:00', 'cierre': '01:00'}]}
Evans Gastropub	Cervecería	{'lat': -32.9439323, 'lng': -60.6435861}	Sta Fe 1510, S2000ATX Rosario, Santa Fe, Argentina	4.5	426	{'Lunes': 'Cerrado', 'Martes': [{'apertura': '18:00', 'cierre': '00:30'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '00:30'}], 'Jueves': [{'apertura': '18:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '18:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '18:00', 'cierre': '02:00'}], 'Domingo': [{'apertura': '19:00', 'cierre': '00:00'}]}
Iruña	Cervecería	{'lat': -32.9447588, 'lng': -60.6392781}	Sta Fe 1204, S2000ATR Rosario, Santa Fe, Argentina	3.9	925	{'Lunes': [{'apertura': '07:30', 'cierre': '00:00'}], 'Martes': [{'apertura': '07:30', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '07:30', 'cierre': '00:00'}], 'Jueves': [{'apertura': '07:30', 'cierre': '00:00'}], 'Viernes': [{'apertura': '07:30', 'cierre': '00:00'}], 'Sábado': [{'apertura': '09:00', 'cierre': '00:00'}], 'Domingo': 'Cerrado'}
Arenhas Bar	Cervecería	{'lat': -32.956195, 'lng': -60.634796}	Buenos Aires 1501, S2000 Rosario, Santa Fe, Argentina	4.1	1117	{'Lunes': [{'apertura': '08:00', 'cierre': '00:00'}], 'Martes': [{'apertura': '08:00', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '08:00', 'cierre': '00:00'}], 'Jueves': [{'apertura': '08:00', 'cierre': '00:00'}], 'Viernes': [{'apertura': '08:00', 'cierre': '00:00'}], 'Sábado': [{'apertura': '08:00', 'cierre': '00:00'}], 'Domingo': 'Cerrado'}
Garry's Beer	Cervecería	{'lat': -32.9520377, 'lng': -60.633811}	CEF, Buenos Aires 1159, S2000 Rosario, Santa Fe, Argentina	4.4	178	{'Lunes': [{'apertura': '18:00', 'cierre': '01:00'}], 'Martes': [{'apertura': '18:00', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '01:00'}], 'Jueves': [{'apertura': '18:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '18:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '18:00', 'cierre': '02:00'}], 'Domingo': [{'apertura': '18:00', 'cierre': '01:00'}]}
Cerveza Patagonia - Refugio Casa Del Tango	Cervecería	{'lat': -32.9347235, 'lng': -60.64441410000001}	Arturo Illia 1701, S2000 Rosario, Santa Fe, Argentina	4.7	1686	{'Lunes': [{'apertura': '17:00', 'cierre': '01:00'}], 'Martes': [{'apertura': '17:00', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '17:00', 'cierre': '01:00'}], 'Jueves': [{'apertura': '17:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '17:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '17:00', 'cierre': '02:00'}], 'Domingo': [{'apertura': '17:00', 'cierre': '01:00'}]}
BURANA BARt Vermut, Sidra, Picoteos y Galería de ARTEs populares	Cervecería	{'lat': -32.9452089, 'lng': -60.6609012}	Callao 1028, S2000ORK Rosario, Santa Fe, Argentina	4.4	668	{'Lunes': [{'apertura': '17:30', 'cierre': '00:00'}], 'Martes': [{'apertura': '17:30', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '17:30', 'cierre': '00:00'}], 'Jueves': [{'apertura': '17:30', 'cierre': '00:00'}], 'Viernes': [{'apertura': '17:30', 'cierre': '01:00'}], 'Sábado': [{'apertura': '17:30', 'cierre': '01:00'}], 'Domingo': 'Cerrado'}
Mosto Olmedo	Cervecería	{'lat': -32.9371062, 'lng': -60.6603648}	Av. Ovidio Lagos 358, S2000LNQ Rosario, Santa Fe, Argentina	4.7	139	{'Lunes': [{'apertura': '18:00', 'cierre': '02:00'}], 'Martes': [{'apertura': '18:00', 'cierre': '02:00'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '02:00'}], 'Jueves': [{'apertura': '18:00', 'cierre': '02:00'}], 'Viernes': [{'apertura': '18:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '18:00', 'cierre': '02:00'}], 'Domingo': [{'apertura': '18:00', 'cierre': '02:00'}]}
Grolar Bar	Cervecería	{'lat': -32.9326006, 'lng': -60.66059490000001}	Pichincha Bis 2, S2002 Rosario, Santa Fe, Argentina	4.4	141	{'Lunes': [{'apertura': '18:30', 'cierre': '00:00'}], 'Martes': [{'apertura': '18:30', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '18:30', 'cierre': '00:00'}], 'Jueves': [{'apertura': '18:30', 'cierre': '01:00'}], 'Viernes': [{'apertura': '18:30', 'cierre': '03:00'}], 'Sábado': [{'apertura': '18:30', 'cierre': '03:00'}], 'Domingo': [{'apertura': '18:30', 'cierre': '00:00'}]}
La Tapería	Cervecería	{'lat': -32.9248266, 'lng': -60.67769879999999}	MFO Rosario Santa Fe AR, Av. Alberdi 302, S2013 Rosario, Santa Fe, Argentina	4.0	922	{'Lunes': 'Cerrado', 'Martes': [{'apertura': '07:00', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '07:00', 'cierre': '00:00'}], 'Jueves': [{'apertura': '07:00', 'cierre': '00:00'}], 'Viernes': [{'apertura': '07:00', 'cierre': '00:00'}], 'Sábado': [{'apertura': '07:00', 'cierre': '00:00'}], 'Domingo': [{'apertura': '07:00', 'cierre': '00:00'}]}
Digno Garden Bar	Cervecería	{'lat': -32.9549725, 'lng': -60.6411921}	Zeballos 1165, S2000 BPW, Santa Fe, Argentina	4.2	1664	{'Lunes': 'Cerrado', 'Martes': [{'apertura': '18:30', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '18:30', 'cierre': '01:00'}], 'Jueves': [{'apertura': '18:30', 'cierre': '01:00'}], 'Viernes': [{'apertura': '19:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '19:00', 'cierre': '02:00'}], 'Domingo': [{'apertura': '19:00', 'cierre': '01:00'}]}
Ohana Tiki Bar	Cervecería	{'lat': -32.943923, 'lng': -60.6394266}	San Lorenzo 1221, S2000 ARK, Santa Fe, Argentina	4.4	553	{'Lunes': 'Cerrado', 'Martes': [{'apertura': '18:00', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '01:00'}], 'Jueves': [{'apertura': '18:00', 'cierre': '03:00'}], 'Viernes': [{'apertura': '18:00', 'cierre': '03:00'}], 'Sábado': [{'apertura': '18:00', 'cierre': '03:00'}], 'Domingo': [{'apertura': '18:00', 'cierre': '01:00'}]}
Bar Mosto Abasto	Cervecería	{'lat': -32.9646953, 'lng': -60.64701100000001}	Viamonte, S2000 Rosario, Santa Fe, Argentina	4.5	342	{'Lunes': [{'apertura': '18:00', 'cierre': '01:00'}], 'Martes': [{'apertura': '18:00', 'cierre': '01:00'}], 'Miércoles': [{'apertura': '18:00', 'cierre': '01:00'}], 'Jueves': [{'apertura': '18:00', 'cierre': '01:00'}], 'Viernes': [{'apertura': '18:00', 'cierre': '02:00'}], 'Sábado': [{'apertura': '18:00', 'cierre': '02:00'}], 'Domingo': [{'apertura': '18:00', 'cierre': '01:00'}]}
Beatmemo | Pub tributo a The Beatles	Cervecería	{'lat': -32.9332095, 'lng': -60.6503361}	Blvd. Oroño 107 Bis, S2000 Rosario, Santa Fe, Argentina	4.4	8292	{'Lunes': [{'apertura': '08:30', 'cierre': '00:00'}], 'Martes': [{'apertura': '08:30', 'cierre': '00:00'}], 'Miércoles': [{'apertura': '08:30', 'cierre': '00:00'}], 'Jueves': [{'apertura': '08:30', 'cierre': '00:00'}], 'Viernes': [{'apertura': '08:30', 'cierre': '01:00'}], 'Sábado': [{'apertura': '09:00', 'cierre': '01:00'}], 'Domingo': [{'apertura': '09:00', 'cierre': '01:00'}]}
